section,subsection,citation_key,tier,claim_text
Related Work and Research Gap,Adaptive Fallback in Critical Infrastructure,scadasigncryption2022,S,"Closer to this paper's own domain analogy, adaptive and QKD-aware mechanisms have also been proposed for other critical-infrastructure sectors beyond power-grid communications: a dynamic-key-aware co-simulation framework for QKD-secured SCADA (industrial control) systems~ and a quantum-based sign..."
Related Work and Research Gap,Adaptive Fallback in Critical Infrastructure,financialquantumsafe2025,S,"Closer to this paper's own domain analogy, adaptive and QKD-aware mechanisms have also been proposed for other critical-infrastructure sectors beyond power-grid communications: a dynamic-key-aware co-simulation framework for QKD-secured SCADA (industrial control) systems~ and a quantum-based sign..."
Related Work and Research Gap,Adaptive Fallback in Critical Infrastructure,zeng2024hybridqkdpqc,V,"A closely related conceptual precedent, identified in a later search pass, is Zeng et al.'s proposal for hybrid QKD-PQC key-distribution networks~, which introduces both a series-connection protocol (short-distance QKD feeding into long-distance PQC-based key encapsulation between data centers) a..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,kempf2024quicpqc,V,"Kempf et al.\ measure the cost of integrating ML-KEM- and ML-DSA-class post-quantum algorithms into the QUIC transport protocol, finding that Kyber and Dilithium have a comparatively low impact on handshake duration while SPHINCS+ and other large-signature schemes significantly increase it~, a fi..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,chou2026certchain,V,"Chou and Cao measure post-quantum certificate chain sizes against Time to First Byte in TLS deployments, identifying discrete bandwidth-flight-window thresholds (empirically, around 10\,KB and 40\,KB in their setup) beyond which an additional network round trip is incurred, and find that end-to-e..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,goertzen2022dnssec,V,"Goertzen and Stebila measure Falcon, Dilithium, and SPHINCS+ signature overhead specifically in the context of DNSSEC, a protocol with an even tighter packet-size constraint than TLS or QUIC, and propose a request-based fragmentation mechanism to mitigate the resulting latency penalty~."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,sikeridis2020tlsoverhead,S,"Sikeridis et al.\ provided one of the earliest systematic overhead assessments of PQC in TLS 1.3 and SSH~, and more recent work compares post-quantum handshake performance directly between QUIC and TLS~."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,quictlscomparative2025,S,"Sikeridis et al.\ provided one of the earliest systematic overhead assessments of PQC in TLS 1.3 and SSH~, and more recent work compares post-quantum handshake performance directly between QUIC and TLS~."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,corednspqc2025,S,"Independent of Goertzen and Stebila's DNSSEC fragmentation proposal, a real post-quantum DNSSEC implementation in the CoreDNS server has been built and evaluated~, alongside a broader system-level study spanning DNSSEC, DNS-over-TLS, and DNS-over-HTTPS using ML-KEM and FALCON in a containerized t..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,dnssystemstudy2025,S,"Independent of Goertzen and Stebila's DNSSEC fragmentation proposal, a real post-quantum DNSSEC implementation in the CoreDNS server has been built and evaluated~, alongside a broader system-level study spanning DNSSEC, DNS-over-TLS, and DNS-over-HTTPS using ML-KEM and FALCON in a containerized t..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,ipsecpqcicisc2022,S,"Beyond DNS, PQC overhead has been measured in IPsec directly~, in IKEv2 specifically under constrained and Internet-scale network conditions~, and in a hybrid post-quantum IKEv2 implementation running on embedded automotive platforms~ --- the last of these a direct empirical counterpart to this p..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,ikev2constrained2024,S,"Beyond DNS, PQC overhead has been measured in IPsec directly~, in IKEv2 specifically under constrained and Internet-scale network conditions~, and in a hybrid post-quantum IKEv2 implementation running on embedded automotive platforms~ --- the last of these a direct empirical counterpart to this p..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,automotiveikev2hybrid2026,S,"Beyond DNS, PQC overhead has been measured in IPsec directly~, in IKEv2 specifically under constrained and Internet-scale network conditions~, and in a hybrid post-quantum IKEv2 implementation running on embedded automotive platforms~ --- the last of these a direct empirical counterpart to this p..."
Related Work and Research Gap,Independent Empirical Measurements of PQC Overhead in Adjacent Protocols,pqreadinessinternet2026,S,"At Internet scale, a large-scale measurement study of real-world PQC and hybrid TLS adoption across tens of thousands of domains provides an empirical baseline for how far post-quantum deployment has actually progressed in production infrastructure, as opposed to laboratory or simulation settings~."
Related Work and Research Gap,Broader Literature Landscape,yamauchi2026tensorqml,S,"Yamauchi et al.\ propose a privacy-preserving federated learning framework combining tensor-network representation learning, multi-party-computation-secured aggregation, and quantum-enhanced feature refinement for medical image classification (pneumonia detection on chest X-rays)~."
Related Work and Research Gap,Detailed Comparison,roosan2025pqctelehealth,S,\\ \midrule Roosan et al.~ & Blockchain-ledger & ABE + contracts & Not addressed & Not primary metric & \checkmark \\ Papadopoulos et al.~ & Unclear (field pilot) & Unclear & Unverified & Unverified & Unverified \\ Spooren et al.~ & \checkmark (explicit) & \checkmark & \checkmark (fail-safe desig...
Related Work and Research Gap,Detailed Comparison,papadopoulos2026hybriddeployment,S,\\ \midrule Roosan et al.~ & Blockchain-ledger & ABE + contracts & Not addressed & Not primary metric & \checkmark \\ Papadopoulos et al.~ & Unclear (field pilot) & Unclear & Unverified & Unverified & Unverified \\ Spooren et al.~ & \checkmark (explicit) & \checkmark & \checkmark (fail-safe desig...
Related Work and Research Gap,Detailed Comparison,spooren2026pqcenhanced,S,\\ \midrule Roosan et al.~ & Blockchain-ledger & ABE + contracts & Not addressed & Not primary metric & \checkmark \\ Papadopoulos et al.~ & Unclear (field pilot) & Unclear & Unverified & Unverified & Unverified \\ Spooren et al.~ & \checkmark (explicit) & \checkmark & \checkmark (fail-safe desig...
Related Work and Research Gap,Detailed Comparison,atutxasanz2025authentication,S,\\ \midrule Roosan et al.~ & Blockchain-ledger & ABE + contracts & Not addressed & Not primary metric & \checkmark \\ Papadopoulos et al.~ & Unclear (field pilot) & Unclear & Unverified & Unverified & Unverified \\ Spooren et al.~ & \checkmark (explicit) & \checkmark & \checkmark (fail-safe desig...
Related Work and Research Gap,Detailed Comparison,zhu2025technoeconomic,S,\\ \midrule Roosan et al.~ & Blockchain-ledger & ABE + contracts & Not addressed & Not primary metric & \checkmark \\ Papadopoulos et al.~ & Unclear (field pilot) & Unclear & Unverified & Unverified & Unverified \\ Spooren et al.~ & \checkmark (explicit) & \checkmark & \checkmark (fail-safe desig...
Related Work and Research Gap,Research Gap,zhu2025technoeconomic,S,Zhu~ provides the fallback-mechanism evaluation methodology but for a different traffic class; Devaraj et al.~ and the healthcare-QKD deployments~ provide the healthcare-application and field-viability grounding but not the adaptive-fallback evaluation.
Related Work and Research Gap,Research Gap,devaraj2026postquantum,V,Zhu~ provides the fallback-mechanism evaluation methodology but for a different traffic class; Devaraj et al.~ and the healthcare-QKD deployments~ provide the healthcare-application and field-viability grounding but not the adaptive-fallback evaluation.
Related Work and Research Gap,Research Gap,roosan2025pqctelehealth,S,Zhu~ provides the fallback-mechanism evaluation methodology but for a different traffic class; Devaraj et al.~ and the healthcare-QKD deployments~ provide the healthcare-application and field-viability grounding but not the adaptive-fallback evaluation.
Related Work and Research Gap,Research Gap,papadopoulos2026hybriddeployment,S,Zhu~ provides the fallback-mechanism evaluation methodology but for a different traffic class; Devaraj et al.~ and the healthcare-QKD deployments~ provide the healthcare-application and field-viability grounding but not the adaptive-fallback evaluation.
Related Work and Research Gap,Research Gap,anon2026securemedical,S,Zhu~ provides the fallback-mechanism evaluation methodology but for a different traffic class; Devaraj et al.~ and the healthcare-QKD deployments~ provide the healthcare-application and field-viability grounding but not the adaptive-fallback evaluation.
Related Work and Research Gap,Research Gap,devaraj2026postquantum,V,"\cmark\ = explicit/evaluated, \xmark\ = absent, --- = not applicable/not established from the available source.} \label{tab:gap} \small \begin{tabular}{@{}p{0.30\linewidth}ccc@{}} \toprule Source & Hybrid QKD-PQC & Adaptive fallback & EHR + 6G-edge \\ \midrule Devaraj et al.~ & PQC-only & --- & \..."
Related Work and Research Gap,Research Gap,roosan2025pqctelehealth,S,"\cmark\ = explicit/evaluated, \xmark\ = absent, --- = not applicable/not established from the available source.} \label{tab:gap} \small \begin{tabular}{@{}p{0.30\linewidth}ccc@{}} \toprule Source & Hybrid QKD-PQC & Adaptive fallback & EHR + 6G-edge \\ \midrule Devaraj et al.~ & PQC-only & --- & \..."
Related Work and Research Gap,Research Gap,papadopoulos2026hybriddeployment,S,"\cmark\ = explicit/evaluated, \xmark\ = absent, --- = not applicable/not established from the available source.} \label{tab:gap} \small \begin{tabular}{@{}p{0.30\linewidth}ccc@{}} \toprule Source & Hybrid QKD-PQC & Adaptive fallback & EHR + 6G-edge \\ \midrule Devaraj et al.~ & PQC-only & --- & \..."
Related Work and Research Gap,Research Gap,spooren2026pqcenhanced,S,"\cmark\ = explicit/evaluated, \xmark\ = absent, --- = not applicable/not established from the available source.} \label{tab:gap} \small \begin{tabular}{@{}p{0.30\linewidth}ccc@{}} \toprule Source & Hybrid QKD-PQC & Adaptive fallback & EHR + 6G-edge \\ \midrule Devaraj et al.~ & PQC-only & --- & \..."
Related Work and Research Gap,Research Gap,zhu2025technoeconomic,S,"\cmark\ = explicit/evaluated, \xmark\ = absent, --- = not applicable/not established from the available source.} \label{tab:gap} \small \begin{tabular}{@{}p{0.30\linewidth}ccc@{}} \toprule Source & Hybrid QKD-PQC & Adaptive fallback & EHR + 6G-edge \\ \midrule Devaraj et al.~ & PQC-only & --- & \..."
System Architecture,Trust Boundaries,atutxasanz2025authentication,S,\textbf{QKD subsystem to classical network}: the authenticated classical control channel is itself the trust anchor for QKD's entire security guarantee; an unauthenticated classical channel would let a man-in-the-middle defeat QKD regardless of the quantum channel's own physical security (Threat ...
Adaptive Key-Establishment Mechanism,Inputs,zhu2025technoeconomic,S,"Criticality is the input that differentiates this policy from a direct transplant of the power-grid mechanism in~, which has no criticality axis; it is also the input most directly responsible for this paper's second hypothesis (Section~\ref{sec:discussion}) being testable at all."
Cryptographic Design,,nist2024fips203,STD,NIST FIPS 203~.
Cryptographic Design,,nist2024fips204,STD,NIST FIPS 204~.
Cryptographic Design,,krawczyk2010hkdf,STD,\\ HKDF (SHA-256) & Session-key derivation from one or two input secrets~.
Cryptographic Design,Algorithm Selection Rationale,devaraj2026postquantum,V,"ML-KEM-768 and ML-DSA-65 --- NIST security category 3, roughly equivalent to AES-192 --- were selected over the lighter category-1 parameter sets (ML-KEM-512, ML-DSA-44) and the heavier category-5 sets (ML-KEM-1024, ML-DSA-87) as a middle-ground default consistent with the parameter choice report..."
Cryptographic Design,Algorithm Selection Rationale,nist2024fips203,STD,"ML-KEM and ML-DSA were selected as the KEM/signature pair over alternative NIST-selected or round-4 candidate schemes because they are the primary NIST-standardized choices~, pair naturally as a matched KEM/signature combination at the same security category, and appear as the PQC layer in the mo..."
Cryptographic Design,Algorithm Selection Rationale,nist2024fips204,STD,"ML-KEM and ML-DSA were selected as the KEM/signature pair over alternative NIST-selected or round-4 candidate schemes because they are the primary NIST-standardized choices~, pair naturally as a matched KEM/signature combination at the same security category, and appear as the PQC layer in the mo..."
Cryptographic Design,Algorithm Selection Rationale,devaraj2026postquantum,V,"ML-KEM and ML-DSA were selected as the KEM/signature pair over alternative NIST-selected or round-4 candidate schemes because they are the primary NIST-standardized choices~, pair naturally as a matched KEM/signature combination at the same security category, and appear as the PQC layer in the mo..."
Cryptographic Design,Algorithm Selection Rationale,kudaloor2026towardquantumsafe,S,"ML-KEM and ML-DSA were selected as the KEM/signature pair over alternative NIST-selected or round-4 candidate schemes because they are the primary NIST-standardized choices~, pair naturally as a matched KEM/signature combination at the same security category, and appear as the PQC layer in the mo..."
Cryptographic Design,Alternative Constructions Considered,spooren2026pqcenhanced,S,"A cascade or nested combiner, $K = \mathrm{KDF}_2(\text{secret}_1, \mathrm{KDF}_1(\text{secret}_2))$, was considered as an alternative to flat concatenation-then-extract-then-expand; it is structurally closer to how a layered construction combining a PQC-derived pre-shared key with an existing ha..."
Cryptographic Design,Alternative Constructions Considered,threewayhybrid2025,S,"A cascade or nested combiner, $K = \mathrm{KDF}_2(\text{secret}_1, \mathrm{KDF}_1(\text{secret}_2))$, was considered as an alternative to flat concatenation-then-extract-then-expand; it is structurally closer to how a layered construction combining a PQC-derived pre-shared key with an existing ha..."
Cryptographic Design,Alternative Constructions Considered,ietf2026tlshybrid,S,A deployed industry precedent for the flat-concatenation approach this paper ultimately uses exists in two IETF Internet-Drafts specifying hybrid post-quantum/classical TLS 1.3 key exchange via concatenation of a classical and a post-quantum shared secret fed into TLS's existing key schedule~.
Cryptographic Design,Alternative Constructions Considered,ietf2026mlkemtls,S,A deployed industry precedent for the flat-concatenation approach this paper ultimately uses exists in two IETF Internet-Drafts specifying hybrid post-quantum/classical TLS 1.3 key exchange via concatenation of a classical and a post-quantum shared secret fed into TLS's existing key schedule~.
Cryptographic Design,Alternative Constructions Considered,focombiners2021,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Alternative Constructions Considered,bestofbothkems2025,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Alternative Constructions Considered,chen2025tls13hybrid,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Alternative Constructions Considered,garms2024hybridqkdpqc,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Alternative Constructions Considered,deployinghybrid2023,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Alternative Constructions Considered,combinedqpq2025finitekeys,S,The formal security analysis itself is addressed directly by two independent treatments of KEM-combiner security~ and by a formal random-oracle-model security proof specifically for CPA-secure-KEM-based hybrid TLS 1.3 handshakes~; a real hardware integration of QKD with PQC in a hybrid quantum-sa...
Cryptographic Design,Hybrid Key Derivation,krawczyk2010hkdf,STD,"The hybrid construction combines a QKD-derived secret $K_{\text{QKD}}$ with an ML-KEM shared secret $K_{\text{PQC}}$ via HKDF-Extract-then-Expand~: \begin{align} IKM &= K_{\text{QKD}} \,\|\, K_{\text{PQC}} \label{eq:ikm}\\ PRK &= \mathrm{HKDF\text{-}Extract}(salt, IKM) \label{eq:extract}\\ K_{\te..."
Cryptographic Design,Hybrid Key Derivation,krawczyk2010hkdf,STD,"No independent salt source is modeled; $salt = \mathrm{null}$, which HKDF's specification treats as a string of zeros~."
Cryptographic Design,Explicit Security Claim Boundary,focombiners2021,S,"Whether HKDF over a QKD secret and a KEM secret achieves the standard hybrid-combiner property (the session key remains secure if at least one input remains unbroken) is treated in this paper as a design assumption resting on the general hybrid-key-exchange literature~, not independently re-deriv..."
Cryptographic Design,Explicit Security Claim Boundary,bestofbothkems2025,S,"Whether HKDF over a QKD secret and a KEM secret achieves the standard hybrid-combiner property (the session key remains secure if at least one input remains unbroken) is treated in this paper as a design assumption resting on the general hybrid-key-exchange literature~, not independently re-deriv..."
Cryptographic Design,Explicit Security Claim Boundary,ietf2026kemcombiners,S,Alignment with formal composite-KEM standardization efforts currently under discussion in relevant standards bodies --- specifically an IETF combiner-function draft for hybrid KEMs~ and a companion draft specifying composite ML-KEM constructions for X.509 public-key infrastructure~ --- is a natur...
Cryptographic Design,Explicit Security Claim Boundary,ietf2026compositemlkem,S,Alignment with formal composite-KEM standardization efforts currently under discussion in relevant standards bodies --- specifically an IETF combiner-function draft for hybrid KEMs~ and a companion draft specifying composite ML-KEM constructions for X.509 public-key infrastructure~ --- is a natur...
Cryptographic Design,Novelty Guardrails,zhu2025technoeconomic,S,"The mode-synchronization handshake (Section~\ref{sec:architecture}) is protocol plumbing specific to this system's integration of an already-known idea --- availability-aware fallback, established in the power-grid domain by~ and as a fail-safe layered pattern by~ --- into a new application conte..."
Cryptographic Design,Novelty Guardrails,spooren2026pqcenhanced,S,"The mode-synchronization handshake (Section~\ref{sec:architecture}) is protocol plumbing specific to this system's integration of an already-known idea --- availability-aware fallback, established in the power-grid domain by~ and as a fail-safe layered pattern by~ --- into a new application conte..."
Simulation Implementation,,simpy2024paper,S,"The system is implemented as a discrete-event simulation (using the SimPy library~) orchestrating simulated device/client transaction arrivals for one experiment cell, where a cell is one specific combination of baseline, QKD availability level, device count, payload class, and network load."
Simulation Implementation,,despowergridrisk2024,S,"Discrete-event simulation is an established methodology for evaluating security-system behavior specifically, not merely general system performance: it has been applied to topology-informed cyber-risk assessment of power-grid systems~ (methodologically adjacent to the Zhu power-grid evaluation th..."
Simulation Implementation,,desattackerinteraction2015,S,"Discrete-event simulation is an established methodology for evaluating security-system behavior specifically, not merely general system performance: it has been applied to topology-informed cyber-risk assessment of power-grid systems~ (methodologically adjacent to the Zhu power-grid evaluation th..."
Simulation Implementation,QKD Pool Model,dervisevic2024qkdkeymgmt,S,"This pool-and-buffer abstraction is consistent with how the QKD-networking literature itself generally treats key management: a recent survey of key-management approaches across QKD networks explicitly frames the problem in terms of buffer levels, replenishment rates, and consumption policies~, t..."
Simulation Implementation,QKD Pool Model,quiks2026adaptivebuffer,S,"Adaptive buffering strategies aimed specifically at minimizing consumer-facing key-supply latency in QKD networks have also been proposed~, a goal directly analogous to this paper's own bounded-wait policy (Algorithm~\ref{alg:selectmode}), and dedicated quantum-key-storage architectures for effic..."
Simulation Implementation,QKD Pool Model,quantumkeystorage2024,S,"Adaptive buffering strategies aimed specifically at minimizing consumer-facing key-supply latency in QKD networks have also been proposed~, a goal directly analogous to this paper's own bounded-wait policy (Algorithm~\ref{alg:selectmode}), and dedicated quantum-key-storage architectures for effic..."
Simulation Implementation,QKD Pool Model,nist2020sp80057,S,"More generally, the key-lifecycle stages this paper's Key-Management Component orchestrates --- generation, pooling, rotation, expiration, destruction (Table~\ref{tab:components}) --- follow the same general-purpose key-management lifecycle NIST specifies for cryptographic keys broadly, independe..."
Simulation Implementation,QKD Pool Model,clason2026deployed,S,"All QKD pool parameters --- capacity, generation rate, and the mapping from a configured ``availability level'' label to a concrete generation rate --- are modeled assumptions and explicit sensitivity variables, not literature-measured facts; the deployed 300\,km trusted-node network reported in~..."
Discussion,Contribution Fulfillment,zhu2025technoeconomic,S,\begin{table*}[t] \centering \caption{Contribution fulfillment.} \label{tab:contribfulfillment} \small \begin{tabular}{@{}p{0.06\linewidth}p{0.30\linewidth}p{0.56\linewidth}@{}} \toprule \# & Claimed & Delivered \\ \midrule C1 & Adaptive QKD-PQC \keyest\ architecture for EHR sharing in a simulate...
Discussion,Hypothesis Evaluation,zhu2025technoeconomic,S,"\textbf{H3 (scalability)} predicted that fallback frequency would scale with device count in a pattern broadly consistent with~'s power-grid findings, with different numeric thresholds."
Discussion,Hypothesis Evaluation,zhu2025technoeconomic,S,"This is a mechanical consequence of Equation~\eqref{eq:qkdpool} rather than an emergent property specific to this workload, which is itself worth noting: the same qualitative scaling relationship should be expected from any fixed-capacity, fixed-rate pool model regardless of the traffic riding on..."
Discussion,Hypothesis Evaluation,zhu2025technoeconomic,S,"We did not, however, obtain the specific numeric thresholds reported in~ at sufficient confidence (that source is cited at the partial-verification tier described in Section~\ref{sec:related}) to perform the direct numeric comparison C3 originally specified; this remains open, and Section~\ref{se..."
Discussion,Interpreting the Overhead Result,zhu2025technoeconomic,S,\begin{table*}[t] \centering \caption{Hypothesis evaluation summary.} \label{tab:hypothesissummary} \small \begin{tabular}{@{}p{0.06\linewidth}p{0.40\linewidth}p{0.46\linewidth}@{}} \toprule \# & Prediction & Status \\ \midrule H1 & Adaptive mechanism degrades gracefully; static hybrid shows a sh...
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",conti2025pqcan,V,"Closing this specific gap would require a study structured more like Conti et al.'s PQ-CAN framework, which simulates (also without physical hardware, but with explicit CPU-frequency and network-bit-rate constraints modeling real embedded automotive controllers) the feasibility of several PQC key..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",kannwischer2019pqm4,S,"The pqm4 benchmarking framework for NIST PQC algorithms on ARM Cortex-M4 microcontrollers~, and its subsequent extension to additional post-quantum signature schemes~, established the de facto standard methodology for this kind of measurement; optimized ML-KEM/ML-DSA-equivalent implementations ha..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",pqm4update2024,S,"The pqm4 benchmarking framework for NIST PQC algorithms on ARM Cortex-M4 microcontrollers~, and its subsequent extension to additional post-quantum signature schemes~, established the de facto standard methodology for this kind of measurement; optimized ML-KEM/ML-DSA-equivalent implementations ha..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",fasterkyberdilithiumm42022,S,"The pqm4 benchmarking framework for NIST PQC algorithms on ARM Cortex-M4 microcontrollers~, and its subsequent extension to additional post-quantum signature schemes~, established the de facto standard methodology for this kind of measurement; optimized ML-KEM/ML-DSA-equivalent implementations ha..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",compactdilithiumm3m42020,S,"The pqm4 benchmarking framework for NIST PQC algorithms on ARM Cortex-M4 microcontrollers~, and its subsequent extension to additional post-quantum signature schemes~, established the de facto standard methodology for this kind of measurement; optimized ML-KEM/ML-DSA-equivalent implementations ha..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",risqv2020,S,"The pqm4 benchmarking framework for NIST PQC algorithms on ARM Cortex-M4 microcontrollers~, and its subsequent extension to additional post-quantum signature schemes~, established the de facto standard methodology for this kind of measurement; optimized ML-KEM/ML-DSA-equivalent implementations ha..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",embeddedpqccomplexity2025,S,"More recent surveys and comparative studies address the complexity and optimization strategies PQC requires specifically in embedded contexts~, compare software-only STM32 implementations against FPGA-SoC-accelerated alternatives~, and evaluate PQC algorithms broadly across resource-constrained d..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",stm32fpgacomparison2026,S,"More recent surveys and comparative studies address the complexity and optimization strategies PQC requires specifically in embedded contexts~, compare software-only STM32 implementations against FPGA-SoC-accelerated alternatives~, and evaluate PQC algorithms broadly across resource-constrained d..."
Threats to Validity and Limitations,"This Is a Simulation Study, Not a Hardware Study",resourceconstrainedpqceval2025,S,"More recent surveys and comparative studies address the complexity and optimization strategies PQC requires specifically in embedded contexts~, compare software-only STM32 implementations against FPGA-SoC-accelerated alternatives~, and evaluate PQC algorithms broadly across resource-constrained d..."
Security Considerations,,atutxasanz2025authentication,S,"\textbf{T3 (classical-channel MITM against QKD).} Addressed by authenticating the QKD classical control channel with ML-DSA independently of the quantum channel's own security, following the design assumption grounded in~ (Section~\ref{sec:related})."
Security Considerations,Residual Risk Summary,atutxasanz2025authentication,S,"For T3, the residual risk is entirely concentrated in one dependency: if the specific claim in~ that ML-DSA-based classical-channel authentication is sound in this configuration does not hold up under independent verification (a source we hold at partial-verification confidence, Section~\ref{sec:..."
Future Work,Generalizability Beyond EHR Workloads,zhu2025technoeconomic,S,"The closest evaluated precedent, Zhu's power-grid analysis~ (Section~\ref{sec:related}), already applies a structurally similar pattern to GOOSE/PMU-class grid-protection traffic, which shares EHR's combination of a hard latency-sensitive message class (grid protection trip commands; this paper's..."
Future Work,Generalizability Beyond EHR Workloads,zhu2025technoeconomic,S,"Directly motivated by the limitations in Section~\ref{sec:limitations}: (1) extend the network model so the three simulated hops carry independently configured parameters, giving a realistic access-versus-backbone distinction; (2) collect throughput and CPU/memory metrics, and decompose communica..."
